,,,D001,D002,D003
GEO.id,GEO.id2,GEO.display-label,Total:,Total:,Total:
Id,Id2,Geography,,Occupied,Vacant
1000000US060014310002023,060014310002023,"Block 2023, Block Group 2, Census Tract 4310, Alameda County, California",0,0,0
1000000US060014310002024,060014310002024,"Block 2024, Block Group 2, Census Tract 4310, Alameda County, California",0,0,0
1000000US060014310002025,060014310002025,"Block 2025, Block Group 2, Census Tract 4310, Alameda County, California",0,0,0
1000000US060014311001000,060014311001000,"Block 1000, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001001,060014311001001,"Block 1001, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001002,060014311001002,"Block 1002, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001003,060014311001003,"Block 1003, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001004,060014311001004,"Block 1004, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001005,060014311001005,"Block 1005, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001006,060014311001006,"Block 1006, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001007,060014311001007,"Block 1007, Block Group 1, Census Tract 4311, Alameda County, California",42,39,3
1000000US060014311001008,060014311001008,"Block 1008, Block Group 1, Census Tract 4311, Alameda County, California",21,20,1
1000000US060014311001009,060014311001009,"Block 1009, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001010,060014311001010,"Block 1010, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001011,060014311001011,"Block 1011, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001012,060014311001012,"Block 1012, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001013,060014311001013,"Block 1013, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001014,060014311001014,"Block 1014, Block Group 1, Census Tract 4311, Alameda County, California",26,25,1
1000000US060014311001015,060014311001015,"Block 1015, Block Group 1, Census Tract 4311, Alameda County, California",146,143,3
1000000US060014311001016,060014311001016,"Block 1016, Block Group 1, Census Tract 4311, Alameda County, California",15,13,2
1000000US060014311001017,060014311001017,"Block 1017, Block Group 1, Census Tract 4311, Alameda County, California",40,38,2
1000000US060014311001018,060014311001018,"Block 1018, Block Group 1, Census Tract 4311, Alameda County, California",51,49,2
1000000US060014311001019,060014311001019,"Block 1019, Block Group 1, Census Tract 4311, Alameda County, California",8,8,0
1000000US060014311001020,060014311001020,"Block 1020, Block Group 1, Census Tract 4311, Alameda County, California",80,75,5
1000000US060014311001021,060014311001021,"Block 1021, Block Group 1, Census Tract 4311, Alameda County, California",101,95,6
1000000US060014311001022,060014311001022,"Block 1022, Block Group 1, Census Tract 4311, Alameda County, California",11,11,0
1000000US060014311001023,060014311001023,"Block 1023, Block Group 1, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311001024,060014311001024,"Block 1024, Block Group 1, Census Tract 4311, Alameda County, California",36,34,2
1000000US060014311002000,060014311002000,"Block 2000, Block Group 2, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311002001,060014311002001,"Block 2001, Block Group 2, Census Tract 4311, Alameda County, California",329,293,36
1000000US060014311002002,060014311002002,"Block 2002, Block Group 2, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311002003,060014311002003,"Block 2003, Block Group 2, Census Tract 4311, Alameda County, California",172,157,15
1000000US060014311002004,060014311002004,"Block 2004, Block Group 2, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311002005,060014311002005,"Block 2005, Block Group 2, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311002006,060014311002006,"Block 2006, Block Group 2, Census Tract 4311, Alameda County, California",21,20,1
1000000US060014311002007,060014311002007,"Block 2007, Block Group 2, Census Tract 4311, Alameda County, California",235,226,9
1000000US060014311002008,060014311002008,"Block 2008, Block Group 2, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311002009,060014311002009,"Block 2009, Block Group 2, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311002010,060014311002010,"Block 2010, Block Group 2, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311002011,060014311002011,"Block 2011, Block Group 2, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311002012,060014311002012,"Block 2012, Block Group 2, Census Tract 4311, Alameda County, California",1,0,1
1000000US060014311002013,060014311002013,"Block 2013, Block Group 2, Census Tract 4311, Alameda County, California",1,1,0
1000000US060014311002014,060014311002014,"Block 2014, Block Group 2, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311002015,060014311002015,"Block 2015, Block Group 2, Census Tract 4311, Alameda County, California",54,48,6
1000000US060014311002016,060014311002016,"Block 2016, Block Group 2, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014311002017,060014311002017,"Block 2017, Block Group 2, Census Tract 4311, Alameda County, California",0,0,0
1000000US060014312001000,060014312001000,"Block 1000, Block Group 1, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312001001,060014312001001,"Block 1001, Block Group 1, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312001002,060014312001002,"Block 1002, Block Group 1, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312001003,060014312001003,"Block 1003, Block Group 1, Census Tract 4312, Alameda County, California",60,60,0
1000000US060014312001004,060014312001004,"Block 1004, Block Group 1, Census Tract 4312, Alameda County, California",55,53,2
1000000US060014312001005,060014312001005,"Block 1005, Block Group 1, Census Tract 4312, Alameda County, California",48,46,2
1000000US060014312001006,060014312001006,"Block 1006, Block Group 1, Census Tract 4312, Alameda County, California",56,55,1
1000000US060014312001007,060014312001007,"Block 1007, Block Group 1, Census Tract 4312, Alameda County, California",43,42,1
1000000US060014312001008,060014312001008,"Block 1008, Block Group 1, Census Tract 4312, Alameda County, California",44,44,0
1000000US060014312001009,060014312001009,"Block 1009, Block Group 1, Census Tract 4312, Alameda County, California",42,38,4
1000000US060014312001010,060014312001010,"Block 1010, Block Group 1, Census Tract 4312, Alameda County, California",34,33,1
1000000US060014312001011,060014312001011,"Block 1011, Block Group 1, Census Tract 4312, Alameda County, California",32,31,1
1000000US060014312001012,060014312001012,"Block 1012, Block Group 1, Census Tract 4312, Alameda County, California",264,230,34
1000000US060014312001013,060014312001013,"Block 1013, Block Group 1, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312001014,060014312001014,"Block 1014, Block Group 1, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312001015,060014312001015,"Block 1015, Block Group 1, Census Tract 4312, Alameda County, California",24,23,1
1000000US060014312001016,060014312001016,"Block 1016, Block Group 1, Census Tract 4312, Alameda County, California",59,53,6
1000000US060014312002000,060014312002000,"Block 2000, Block Group 2, Census Tract 4312, Alameda County, California",17,17,0
1000000US060014312002001,060014312002001,"Block 2001, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002002,060014312002002,"Block 2002, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002003,060014312002003,"Block 2003, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002004,060014312002004,"Block 2004, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002005,060014312002005,"Block 2005, Block Group 2, Census Tract 4312, Alameda County, California",29,27,2
1000000US060014312002006,060014312002006,"Block 2006, Block Group 2, Census Tract 4312, Alameda County, California",32,32,0
1000000US060014312002007,060014312002007,"Block 2007, Block Group 2, Census Tract 4312, Alameda County, California",21,18,3
1000000US060014312002008,060014312002008,"Block 2008, Block Group 2, Census Tract 4312, Alameda County, California",19,18,1
1000000US060014312002009,060014312002009,"Block 2009, Block Group 2, Census Tract 4312, Alameda County, California",8,7,1
1000000US060014312002010,060014312002010,"Block 2010, Block Group 2, Census Tract 4312, Alameda County, California",60,58,2
1000000US060014312002011,060014312002011,"Block 2011, Block Group 2, Census Tract 4312, Alameda County, California",13,13,0
1000000US060014312002012,060014312002012,"Block 2012, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002013,060014312002013,"Block 2013, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002014,060014312002014,"Block 2014, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002015,060014312002015,"Block 2015, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002016,060014312002016,"Block 2016, Block Group 2, Census Tract 4312, Alameda County, California",24,21,3
1000000US060014312002017,060014312002017,"Block 2017, Block Group 2, Census Tract 4312, Alameda County, California",22,22,0
1000000US060014312002018,060014312002018,"Block 2018, Block Group 2, Census Tract 4312, Alameda County, California",64,58,6
1000000US060014312002019,060014312002019,"Block 2019, Block Group 2, Census Tract 4312, Alameda County, California",42,33,9
1000000US060014312002020,060014312002020,"Block 2020, Block Group 2, Census Tract 4312, Alameda County, California",15,15,0
1000000US060014312002021,060014312002021,"Block 2021, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002022,060014312002022,"Block 2022, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002023,060014312002023,"Block 2023, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002024,060014312002024,"Block 2024, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002025,060014312002025,"Block 2025, Block Group 2, Census Tract 4312, Alameda County, California",25,22,3
1000000US060014312002026,060014312002026,"Block 2026, Block Group 2, Census Tract 4312, Alameda County, California",25,25,0
1000000US060014312002027,060014312002027,"Block 2027, Block Group 2, Census Tract 4312, Alameda County, California",36,33,3
1000000US060014312002028,060014312002028,"Block 2028, Block Group 2, Census Tract 4312, Alameda County, California",1,1,0
1000000US060014312002029,060014312002029,"Block 2029, Block Group 2, Census Tract 4312, Alameda County, California",1,1,0
1000000US060014312002030,060014312002030,"Block 2030, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002031,060014312002031,"Block 2031, Block Group 2, Census Tract 4312, Alameda County, California",72,69,3
1000000US060014312002032,060014312002032,"Block 2032, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002033,060014312002033,"Block 2033, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002034,060014312002034,"Block 2034, Block Group 2, Census Tract 4312, Alameda County, California",0,0,0
1000000US060014312002035,060014312002035,"Block 2035, Block Group 2, Census Tract 4312, Alameda County, California",345,333,12
1000000US060014312002036,060014312002036,"Block 2036, Block Group 2, Census Tract 4312, Alameda County, California",24,23,1
1000000US060014312002037,060014312002037,"Block 2037, Block Group 2, Census Tract 4312, Alameda County, California",24,23,1
